"","probability"
"region 9966",0.155616571316838
"region 9967",0.443335656790286
"region 9991",0.0802560621788604
"region 9994",0.833309334062223
"region 2",0.881874513192699
"region 8",0.950228867571121
"region 12",0.677397794791533
"region 14",0.87614070172122
"region 26",0.775318519031728
"region 31",0.409157591151801
"region 37",0.922346719918931
"region 53",0.958450640265166
"region 79",0.986933880507548
"region 89",0.442429011375824
"region 109",0.649012796216472
"region 119",0.678459484985254
"region 126",0.682546245068844
"region 133",0.977294387376975
"region 153",0.94296661641953
"region 201",0.754801006819652
"region 209",0.864606739622878
"region 214",0.879464921193148
"region 228",0.840918429572564
"region 243",0.798844126570963
"region 252",0.620815347825375
"region 256",0.841434185672143
"region 262",0.741662503412402
"region 264",0.9253206278664
"region 270",0.383575796603635
"region 277",0.812563864804999
"region 281",0.688128767572607
"region 282",0.907763773315881
"region 294",0.190843882434507
"region 319",0.925508181128351
"region 339",0.136845308705143
"region 344",0.879116416879233
"region 348",0.963803770738195
"region 366",0.869598568568424
"region 370",0.279289940161208
"region 374",0.646110312984033
"region 379",0.927673244183971
"region 386",0.49703614819028
"region 395",0.706935193922544
"region 413",0.702627168627617
"region 414",0.80287737998818
"region 430",0.848485214822824
"region 453",0.618722206135889
"region 460",0.965881818136546
"region 471",0.641304611601504
"region 472",0.639518106914628
"region 475",0.818777646592877
"region 480",0.982201301015708
"region 494",0.963003340750336
"region 503",0.929371363690335
"region 505",0.930692248089536
"region 506",0.83211911921633
"region 517",0.648619315945236
"region 524",0.920158889402448
"region 531",0.940692837759467
"region 533",0.931565236647465
"region 554",0.919046705963426
"region 555",0.95016992485134
"region 557",0.494092257757418
"region 574",0.48916383231296
"region 578",0.568487865552096
"region 619",0.953412374877006
"region 649",0.0754094888326501
"region 665",0.902919459777102
"region 676",0.567447715979839
"region 680",0.955775676960776
"region 687",0.820205017235336
"region 688",0.584856898280468
"region 710",0.620940501035696
"region 724",0.420280807440363
"region 732",0.38309446449286
"region 736",0.88582987135959
"region 738",0.783819770794035
"region 739",0.709353563170154
"region 751",0.914991417672521
"region 755",0.452495120011406
"region 768",0.246328566611089
"region 770",0.811646268089616
"region 773",0.942443048612748
"region 777",0.727156687499144
"region 786",0.870412810534389
"region 805",0.64062380210668
"region 809",0.433633201569753
"region 818",0.586713229819146
"region 847",0.876924872386008
"region 850",0.580090883043145
"region 856",0.802381274490872
"region 859",0.91552288583254
"region 870",0.137264963912284
"region 873",0.836660430030183
"region 888",0.226752535607793
"region 891",0.715935220135117
"region 903",0.201412577750198
"region 911",0.955871258944714
"region 912",0.468410511455595
"region 926",0.0967938479015856
"region 933",0.625085807048836
"region 937",0.88169017701701
"region 965",0.87820985518511
"region 980",0.956782185596314
"region 1005",0.501851605472391
"region 1014",0.224173918833089
"region 1033",0.585997243134484
"region 1041",0.955132408948886
"region 1075",0.976782084629698
"region 1095",0.307092631556279
"region 1099",0.158249742266875
"region 1113",0.891775944356446
"region 1121",0.961627034598163
"region 1137",0.924485015035553
"region 1146",0.230596118733561
"region 1153",0.645127383132691
"region 1162",0.490472796449313
"region 1179",0.980681781954434
"region 1182",0.836341289973869
"region 1194",0.933759557591339
"region 1195",0.920573355121941
"region 1199",0.894737984356991
"region 1205",0.292487099557525
"region 1229",0.774892083853396
"region 1235",0.593109570849461
"region 1244",0.802170555675204
"region 1246",0.38721812726166
"region 1254",0.641514527566031
"region 1256",0.796873248230416
"region 1258",0.865152017594614
"region 1284",0.192673597676102
"region 1317",0.24326883862519
"region 1339",0.860915125677907
"region 1340",0.858287546545336
"region 1355",0.952644843689759
"region 1356",0.652677215305663
"region 1363",0.933536842761894
"region 1372",0.529049194534881
"region 1382",0.601558413245506
"region 1385",0.841948041690235
"region 1391",0.65404896835508
"region 1413",0.79987211427182
"region 1423",0.839968927749749
"region 1439",0.575080455928032
"region 1445",0.836864346247538
"region 1446",0.723484091357132
"region 1450",0.589439577640057
"region 1481",0.285111088741417
"region 1486",0.380935216069196
"region 1494",0.375530741819137
"region 1501",0.80910709800273
"region 1520",0.944024055401037
"region 1523",0.721350519431212
"region 1544",0.758805660444259
"region 1587",0.840045760662205
"region 1627",0.954643786555696
"region 1639",0.829093013677367
"region 1648",0.795112202385333
"region 1700",0.900561585838669
"region 1702",0.21915825267711
"region 1710",0.649149541393244
"region 1721",0.835999682186087
"region 1726",0.428177108660412
"region 1728",0.76987770531162
"region 1739",0.936198273232788
"region 1740",0.93498430603276
"region 1773",0.903796959743338
"region 1780",0.643908437334454
"region 1782",0.648392869825534
"region 1792",0.662770163344511
"region 1798",0.966551068006708
"region 1805",0.767857287069168
"region 1841",0.112327528496417
"region 1858",0.0910856631305003
"region 1875",0.955142264427382
"region 1879",0.585813777686797
"region 1901",0.883972804717118
"region 1907",0.38409003702945
"region 1921",0.861249773181024
"region 1934",0.702975789162762
"region 1938",0.802286282624001
"region 1939",0.846639426147218
"region 1940",0.976565050677356
"region 1966",0.964605661166122
"region 1971",0.447945397376063
"region 1989",0.890494005943689
"region 1992",0.42635044601167
"region 2002",0.20943601768995
"region 2010",0.840374198441766
"region 2016",0.151369788953167
"region 2034",0.645429158470031
"region 2055",0.415735137064512
"region 2061",0.231618852791356
"region 2070",0.423793014871042
"region 2072",0.885420550790698
"region 2085",0.904879926352108
"region 2100",0.355352172964174
"region 2111",0.965166678845772
"region 2118",0.70773965368918
"region 2142",0.278052757233253
"region 2153",0.908532706965873
"region 2159",0.427947266268044
"region 2183",0.715465723074743
"region 2188",0.61724971256921
"region 2199",0.944018500772873
"region 2204",0.0929909062941993
"region 2215",0.94491427709064
"region 2230",0.927486398488591
"region 2234",0.730334609241737
"region 2241",0.883579409573901
"region 2247",0.797784095206595
"region 2254",0.925764902771963
"region 2258",0.935262789025095
"region 2288",0.8684000865297
"region 2297",0.260817785382253
"region 2299",0.5144018710701
"region 2309",0.462314279628889
"region 2324",0.22803717084049
"region 2326",0.235282392457839
"region 2333",0.641082088109698
"region 2346",0.614481092385055
"region 2350",0.191608673271145
"region 2376",0.511967072714322
"region 2391",0.803892302126804
"region 2399",0.556663489997088
"region 2403",0.728320484720471
"region 2404",0.943933132478129
"region 2406",0.474761883916031
"region 2422",0.912087053483364
"region 2427",0.93015226019809
"region 2440",0.769263261166098
"region 2445",0.652038304394187
"region 2450",0.703602814836317
"region 2457",0.614351986390663
"region 2458",0.780175212541819
"region 2478",0.358594766622971
"region 2479",0.676150452190113
"region 2485",0.841331860466255
"region 2488",0.805479948732398
"region 2492",0.712877649387427
"region 2495",0.838889416487614
"region 2502",0.279096575557516
"region 2511",0.590329728395437
"region 2516",0.752940707192592
"region 2521",0.959556519284924
"region 2526",0.923379239932855
"region 2533",0.642940359769998
"region 2541",0.757443558391753
"region 2544",0.563375831508723
"region 2552",0.886277340042677
"region 2565",0.607841322551331
"region 2566",0.487024413063073
"region 2574",0.748676043219442
"region 2589",0.962970879041135
"region 2593",0.951167242390779
"region 2596",0.48384371621654
"region 2607",0.590690571744512
"region 2611",0.946310409638961
"region 2612",0.579691856041987
"region 2624",0.852210841623793
"region 2628",0.820325042930388
"region 2631",0.686597587211524
"region 2638",0.860520844299035
"region 2644",0.931392191721039
"region 2664",0.543774591915835
"region 2669",0.680555047712004
"region 2676",0.845428751595309
"region 2690",0.93295323783307
"region 2692",0.350437497951359
"region 2693",0.878523106609135
"region 2699",0.897283162848595
"region 2702",0.679355741394913
"region 2738",0.841818665878774
"region 2741",0.961188380878753
"region 2748",0.895291207742321
"region 2750",0.948016533427981
"region 2766",0.871463131739844
"region 2824",0.735971483927641
"region 2833",0.650648277029672
"region 2842",0.885575991798911
"region 2851",0.53950723753855
"region 2852",0.584227943994153
"region 2861",0.185711129370229
"region 2862",0.85769298634408
"region 2866",0.768146987821397
"region 2873",0.942203630847462
"region 2874",0.877302438232692
"region 2884",0.324794230955351
"region 2894",0.318041646085726
"region 2909",0.206941815519336
"region 2934",0.272396035985125
"region 2968",0.983991890794546
"region 2977",0.706692080165709
"region 2987",0.900833363569433
"region 2991",0.953436037508141
"region 3000",0.833201956617615
"region 3043",0.886690181286827
"region 3049",0.945001413437466
"region 3132",0.815554926143711
"region 3140",0.585616049292322
"region 3147",0.719099444568612
"region 3155",0.931031830453871
"region 3165",0.790717263262769
"region 3186",0.587059989161351
"region 3192",0.837471084100018
"region 3238",0.112971242013262
"region 3245",0.590077762849724
"region 3249",0.224045435655773
"region 3258",0.354096867524748
"region 3288",0.0567648900263355
"region 3295",0.332777500377246
"region 3296",0.208211845462805
"region 3303",0.474672229392278
"region 3309",0.179377438015204
"region 3311",0.496846086854747
"region 3312",0.824308212475018
"region 3313",0.892886942438385
"region 3315",0.880208458975512
"region 3323",0.706220681528651
"region 3327",0.223625099076143
"region 3336",0.748117367115793
"region 3376",0.898890208013929
"region 3382",0.986074357201606
"region 3383",0.542847642414181
"region 3390",0.568238203155593
"region 3393",0.53140188752116
"region 3464",0.949535596518775
"region 3469",0.979998821272376
"region 3473",0.476957599814004
"region 3481",0.832339695031127
"region 3520",0.437807679564545
"region 3540",0.803539894890132
"region 3548",0.913522295066936
"region 3554",0.631196797083179
"region 3557",0.769554359770159
"region 3586",0.802034560795998
"region 3615",0.936770016107297
"region 3642",0.857099808721359
"region 3652",0.812399462896413
"region 3681",0.949338947777954
"region 3693",0.82744474114582
"region 3704",0.985387318564224
"region 3705",0.836225477221111
"region 3706",0.336151491799014
"region 3719",0.912111237913322
"region 3724",0.975180514065902
"region 3725",0.902336171727615
"region 3735",0.797142769409321
"region 3738",0.901740249501019
"region 3741",0.0962493581866325
"region 3758",0.912687457757934
"region 3759",0.703995596427382
"region 3766",0.698080928533102
"region 3768",0.105145535818331
"region 3783",0.556163216896603
"region 3786",0.379767149396902
"region 3790",0.933946758923409
"region 3791",0.761089294283517
"region 3797",0.831273717918706
"region 3805",0.373808546983561
"region 3808",0.910768109243985
"region 3810",0.8988826088248
"region 3815",0.874393473660138
"region 3817",0.828509177911114
"region 3828",0.943220861161534
"region 3843",0.849660019747548
"region 3849",0.755470360139653
"region 3856",0.893836937473495
"region 3863",0.962437567361676
"region 3865",0.201591953725667
"region 3882",0.843892645768347
"region 3893",0.379817023253519
"region 3898",0.22091948772672
"region 3909",0.763889810395542
"region 3926",0.596249136109283
